algorithm,project,bug,detected,check_tests
DYNAMOSA,pandas,112,0,""
DYNAMOSA,pandas,113,0,""
DYNAMOSA,pandas,114,0,""
DYNAMOSA,pandas,115,0,""
DYNAMOSA,pandas,116,0,""
DYNAMOSA,pandas,117,0,""
DYNAMOSA,pandas,118,0,""
DYNAMOSA,pandas,119,0,""
DYNAMOSA,pandas,12,0,""
DYNAMOSA,pandas,120,0,""
DYNAMOSA,pandas,121,0,""
DYNAMOSA,pandas,122,0,""
DYNAMOSA,pandas,123,0,""
DYNAMOSA,pandas,124,0,""
DYNAMOSA,pandas,125,0,""
DYNAMOSA,pandas,126,0,""
DYNAMOSA,pandas,127,0,""
DYNAMOSA,pandas,128,0,""
DYNAMOSA,pandas,129,0,""
DYNAMOSA,pandas,13,0,""
DYNAMOSA,pandas,130,0,""
DYNAMOSA,pandas,131,0,""
DYNAMOSA,pandas,132,0,""
DYNAMOSA,pandas,133,0,""
DYNAMOSA,pandas,134,0,""
DYNAMOSA,pandas,135,0,""
DYNAMOSA,pandas,136,0,""
DYNAMOSA,pandas,137,0,""
DYNAMOSA,pandas,138,0,""
DYNAMOSA,pandas,139,0,""
DYNAMOSA,pandas,14,0,""
DYNAMOSA,pandas,140,0,""
DYNAMOSA,pandas,141,0,""
DYNAMOSA,pandas,142,0,""
DYNAMOSA,pandas,143,0,""
DYNAMOSA,pandas,144,0,""
DYNAMOSA,pandas,145,0,""
DYNAMOSA,pandas,146,0,""
DYNAMOSA,pandas,147,0,""
DYNAMOSA,pandas,148,0,""
DYNAMOSA,pandas,149,0,""
DYNAMOSA,pandas,15,0,""
DYNAMOSA,pandas,150,0,""
DYNAMOSA,pandas,151,0,""
DYNAMOSA,pandas,152,0,""
DYNAMOSA,pandas,153,0,""
DYNAMOSA,pandas,154,0,""
DYNAMOSA,pandas,155,0,""
DYNAMOSA,pandas,156,0,""
DYNAMOSA,pandas,157,0,""
DYNAMOSA,pandas,158,0,""
DYNAMOSA,pandas,159,0,""
DYNAMOSA,pandas,16,0,""
DYNAMOSA,pandas,160,0,""
DYNAMOSA,pandas,161,0,""
DYNAMOSA,pandas,162,0,""
DYNAMOSA,pandas,163,0,""
DYNAMOSA,pandas,164,0,""
DYNAMOSA,pandas,165,0,""
DYNAMOSA,pandas,166,0,""
DYNAMOSA,pandas,167,0,""
DYNAMOSA,pandas,168,0,""
DYNAMOSA,pandas,169,0,""
DYNAMOSA,pandas,17,0,""
DYNAMOSA,pandas,18,0,""
DYNAMOSA,pandas,19,0,""
DYNAMOSA,pandas,2,0,""
DYNAMOSA,pandas,20,0,""
DYNAMOSA,pandas,21,0,""
DYNAMOSA,pandas,22,0,""
DYNAMOSA,pandas,23,0,""
DYNAMOSA,pandas,24,0,""
DYNAMOSA,pandas,25,0,""
DYNAMOSA,pandas,26,0,""
DYNAMOSA,pandas,27,0,""
DYNAMOSA,pandas,28,0,""
DYNAMOSA,pandas,29,0,""
DYNAMOSA,pandas,3,0,""
DYNAMOSA,pandas,30,0,""
DYNAMOSA,pandas,31,0,""
DYNAMOSA,pandas,32,0,""
DYNAMOSA,pandas,33,0,""
DYNAMOSA,pandas,34,0,""
DYNAMOSA,pandas,35,0,""
DYNAMOSA,pandas,36,0,""
DYNAMOSA,pandas,37,0,""
DYNAMOSA,pandas,38,0,""
DYNAMOSA,pandas,39,0,""
DYNAMOSA,pandas,4,0,""
DYNAMOSA,pandas,40,0,""
DYNAMOSA,pandas,41,0,""
DYNAMOSA,pandas,42,0,""
DYNAMOSA,pandas,43,0,""
DYNAMOSA,pandas,44,0,""
DYNAMOSA,pandas,45,0,""
DYNAMOSA,pandas,46,0,""
DYNAMOSA,pandas,47,0,""
DYNAMOSA,pandas,48,0,""
DYNAMOSA,pandas,49,0,""
DYNAMOSA,pandas,5,0,""
DYNAMOSA,pandas,50,0,""
DYNAMOSA,pandas,51,0,""
DYNAMOSA,pandas,52,0,""
DYNAMOSA,pandas,53,0,""
DYNAMOSA,pandas,54,0,""
DYNAMOSA,pandas,55,0,""
DYNAMOSA,pandas,56,0,""
DYNAMOSA,pandas,57,0,""
DYNAMOSA,pandas,58,0,""
DYNAMOSA,pandas,59,0,""
DYNAMOSA,pandas,6,0,""
DYNAMOSA,pandas,60,0,""
DYNAMOSA,pandas,61,0,""
DYNAMOSA,pandas,62,0,""
DYNAMOSA,pandas,63,0,""
DYNAMOSA,pandas,64,0,""
DYNAMOSA,pandas,65,0,""
DYNAMOSA,pandas,66,0,""
DYNAMOSA,pandas,67,0,""
DYNAMOSA,pandas,68,0,""
DYNAMOSA,pandas,69,0,""
DYNAMOSA,pandas,7,0,""
DYNAMOSA,pandas,70,0,""
DYNAMOSA,pandas,71,0,""
DYNAMOSA,pandas,72,0,""
DYNAMOSA,pandas,73,0,""
DYNAMOSA,pandas,74,0,""
DYNAMOSA,pandas,75,0,""
DYNAMOSA,pandas,76,0,""
DYNAMOSA,pandas,77,0,""
DYNAMOSA,pandas,78,0,""
DYNAMOSA,pandas,79,0,""
DYNAMOSA,pandas,8,0,""
DYNAMOSA,pandas,80,0,""
DYNAMOSA,pandas,81,0,""
DYNAMOSA,pandas,82,0,""
DYNAMOSA,pandas,83,0,""
DYNAMOSA,pandas,84,0,""
DYNAMOSA,pandas,85,0,""
DYNAMOSA,pandas,86,0,""
DYNAMOSA,pandas,87,0,""
DYNAMOSA,pandas,88,0,""
DYNAMOSA,pandas,89,0,""
DYNAMOSA,pandas,9,0,""
DYNAMOSA,pandas,90,0,""
DYNAMOSA,pandas,91,0,""
DYNAMOSA,pandas,92,0,""
DYNAMOSA,pandas,93,0,""
DYNAMOSA,pandas,94,0,""
DYNAMOSA,pandas,95,0,""
DYNAMOSA,pandas,96,0,""
DYNAMOSA,pandas,97,0,""
DYNAMOSA,pandas,98,0,""
DYNAMOSA,pandas,99,0,""
DYNAMOSA,pysnooper,1,?," test_utils.py"
DYNAMOSA,pysnooper,2,0,""
DYNAMOSA,pysnooper,3,0,""
DYNAMOSA,sanic,1,0,""
DYNAMOSA,sanic,2,0,""
DYNAMOSA,sanic,3,0,""
DYNAMOSA,sanic,4,0,""
DYNAMOSA,sanic,5,0,""
DYNAMOSA,scrapy,1,0,""
DYNAMOSA,scrapy,10,0,""
DYNAMOSA,scrapy,11,?," test_gz.py"
DYNAMOSA,scrapy,12,0,""
DYNAMOSA,scrapy,13,0,""
DYNAMOSA,scrapy,14,?," test_gz.py"
DYNAMOSA,scrapy,15,0,""
DYNAMOSA,scrapy,16,0,""
DYNAMOSA,scrapy,17,0,""
DYNAMOSA,scrapy,18,0,""
DYNAMOSA,scrapy,19,0,""
DYNAMOSA,scrapy,2,?," test_datatypes.py"
DYNAMOSA,scrapy,20,0,""
DYNAMOSA,scrapy,21,0,""
DYNAMOSA,scrapy,22,0,""
DYNAMOSA,scrapy,23,0,""
DYNAMOSA,scrapy,24,0,""
DYNAMOSA,scrapy,25,0,""
DYNAMOSA,scrapy,26,0,""
DYNAMOSA,scrapy,27,0,""
DYNAMOSA,scrapy,28,0,""
DYNAMOSA,scrapy,29,0,""
DYNAMOSA,scrapy,3,0,""
DYNAMOSA,scrapy,30,0,""
DYNAMOSA,scrapy,31,0,""
DYNAMOSA,scrapy,32,0,""
DYNAMOSA,scrapy,33,?," test_engine.py"
DYNAMOSA,scrapy,34,0,""
DYNAMOSA,scrapy,35,0,""
DYNAMOSA,scrapy,36,0,""
DYNAMOSA,scrapy,37,0,""
DYNAMOSA,scrapy,38,0,""
DYNAMOSA,scrapy,39,0,""
DYNAMOSA,scrapy,4,0,""
DYNAMOSA,scrapy,40,0,""
DYNAMOSA,scrapy,5,0,""
DYNAMOSA,scrapy,6,0,""
DYNAMOSA,scrapy,7,0,""
DYNAMOSA,scrapy,8,0,""
DYNAMOSA,scrapy,9,0,""
DYNAMOSA,spacy,1,0,""
DYNAMOSA,spacy,10,0,""
DYNAMOSA,spacy,2,0,""
DYNAMOSA,spacy,3,0,""
DYNAMOSA,spacy,4,0,""
DYNAMOSA,spacy,5,0,""
DYNAMOSA,spacy,6,0,""
DYNAMOSA,spacy,7,0,""
DYNAMOSA,spacy,8,0,""
DYNAMOSA,spacy,9,0,""
DYNAMOSA,thefuck,1,?," test_pip_unknown_command.py"
DYNAMOSA,thefuck,10,?," test_man.py"
DYNAMOSA,thefuck,11,?," test_git_push.py"
DYNAMOSA,thefuck,12,0,""
DYNAMOSA,thefuck,13,0,""
DYNAMOSA,thefuck,14,0,""
DYNAMOSA,thefuck,15,0,""
DYNAMOSA,thefuck,16,0,""
DYNAMOSA,thefuck,17,0,""
DYNAMOSA,thefuck,18,?," test_sudo.py"
DYNAMOSA,thefuck,19,0,""
DYNAMOSA,thefuck,2,0,""
DYNAMOSA,thefuck,20,0,""
DYNAMOSA,thefuck,21,0,""
DYNAMOSA,thefuck,22,0,""
DYNAMOSA,thefuck,23,0,""
DYNAMOSA,thefuck,24,0,""
DYNAMOSA,thefuck,25,0,""
DYNAMOSA,thefuck,26,0,""
DYNAMOSA,thefuck,27,?," test_open.py"
DYNAMOSA,thefuck,28,0,""
DYNAMOSA,thefuck,29,0,""
DYNAMOSA,thefuck,3,0,""
DYNAMOSA,thefuck,30,0,""
DYNAMOSA,thefuck,31,?," test_git_diff_staged.py test_git_diff_staged.py test_git_diff_staged.py"
DYNAMOSA,thefuck,32,?," test_ls_lah.py"
DYNAMOSA,thefuck,4,0,""
DYNAMOSA,thefuck,5,?," test_git_push.py"
DYNAMOSA,thefuck,6,0,""
DYNAMOSA,thefuck,7,0,""
DYNAMOSA,thefuck,8,0,""
DYNAMOSA,thefuck,9,?," test_git_push.py"
DYNAMOSA,tornado,1,0,""
DYNAMOSA,tornado,10,0,""
DYNAMOSA,tornado,11,0,""
DYNAMOSA,tornado,12,0,""
DYNAMOSA,tornado,13,0,""
DYNAMOSA,tornado,14,0,""
DYNAMOSA,tornado,15,0,""
DYNAMOSA,tornado,16,0,""
DYNAMOSA,tornado,2,0,""
DYNAMOSA,tornado,3,0,""
DYNAMOSA,tornado,4,0,""
DYNAMOSA,tornado,5,0,""
DYNAMOSA,tornado,6,0,""
DYNAMOSA,tornado,7,0,""
DYNAMOSA,tornado,8,0,""
DYNAMOSA,tornado,9,0,""
DYNAMOSA,tqdm,1,0,""
DYNAMOSA,tqdm,2,0,""
DYNAMOSA,tqdm,3,?," test__tqdm.py"
DYNAMOSA,tqdm,4,?," test__tqdm.py"
DYNAMOSA,tqdm,5,?," test__tqdm.py"
DYNAMOSA,tqdm,6,?," test__tqdm.py"
DYNAMOSA,tqdm,7,0,""
DYNAMOSA,tqdm,8,?," test__tqdm.py"
DYNAMOSA,tqdm,9,?," test__tqdm.py"
DYNAMOSA,youtube-dl,1,0,""
DYNAMOSA,youtube-dl,10,0,""
DYNAMOSA,youtube-dl,11,0,""
DYNAMOSA,youtube-dl,12,0,""
DYNAMOSA,youtube-dl,13,0,""
DYNAMOSA,youtube-dl,14,0,""
DYNAMOSA,youtube-dl,15,0,""
DYNAMOSA,youtube-dl,16,0,""
DYNAMOSA,youtube-dl,17,0,""
DYNAMOSA,youtube-dl,18,0,""
DYNAMOSA,youtube-dl,19,0,""
DYNAMOSA,youtube-dl,2,0,""
DYNAMOSA,youtube-dl,20,0,""
DYNAMOSA,youtube-dl,21,0,""
DYNAMOSA,youtube-dl,22,0,""
DYNAMOSA,youtube-dl,23,0,""
DYNAMOSA,youtube-dl,24,0,""
DYNAMOSA,youtube-dl,25,0,""
DYNAMOSA,youtube-dl,26,0,""
DYNAMOSA,youtube-dl,27,0,""
DYNAMOSA,youtube-dl,28,0,""
DYNAMOSA,youtube-dl,29,0,""
DYNAMOSA,youtube-dl,3,0,""
DYNAMOSA,youtube-dl,30,0,""
DYNAMOSA,youtube-dl,31,0,""
DYNAMOSA,youtube-dl,32,0,""
DYNAMOSA,youtube-dl,33,0,""
DYNAMOSA,youtube-dl,34,0,""
DYNAMOSA,youtube-dl,35,0,""
DYNAMOSA,youtube-dl,36,0,""
DYNAMOSA,youtube-dl,37,0,""
DYNAMOSA,youtube-dl,38,0,""
DYNAMOSA,youtube-dl,39,0,""
DYNAMOSA,youtube-dl,4,0,""
DYNAMOSA,youtube-dl,40,0,""
DYNAMOSA,youtube-dl,41,0,""
DYNAMOSA,youtube-dl,42,0,""
DYNAMOSA,youtube-dl,43,0,""
DYNAMOSA,youtube-dl,5,0,""
DYNAMOSA,youtube-dl,6,0,""
DYNAMOSA,youtube-dl,7,0,""
DYNAMOSA,youtube-dl,8,0,""
DYNAMOSA,youtube-dl,9,0,""
