algorithm,project,bug,detected,check_tests
MIO,matplotlib,18,0,""
MIO,matplotlib,19,0,""
MIO,matplotlib,2,0,""
MIO,matplotlib,20,0,""
MIO,matplotlib,21,0,""
MIO,matplotlib,22,0,""
MIO,matplotlib,23,0,""
MIO,matplotlib,24,0,""
MIO,matplotlib,25,0,""
MIO,matplotlib,26,0,""
MIO,matplotlib,27,0,""
MIO,matplotlib,28,0,""
MIO,matplotlib,29,0,""
MIO,matplotlib,3,0,""
MIO,matplotlib,30,0,""
MIO,matplotlib,4,0,""
MIO,matplotlib,5,0,""
MIO,matplotlib,6,0,""
MIO,matplotlib,7,0,""
MIO,matplotlib,8,0,""
MIO,matplotlib,9,0,""
MIO,pandas,1,0,""
MIO,pandas,10,0,""
MIO,pandas,100,0,""
MIO,pandas,101,0,""
MIO,pandas,102,0,""
MIO,pandas,103,0,""
MIO,pandas,104,0,""
MIO,pandas,105,0,""
MIO,pandas,106,0,""
MIO,pandas,107,0,""
MIO,pandas,108,0,""
MIO,pandas,109,0,""
MIO,pandas,11,0,""
MIO,pandas,110,0,""
MIO,pandas,111,0,""
MIO,pandas,112,0,""
MIO,pandas,113,0,""
MIO,pandas,114,0,""
MIO,pandas,115,0,""
MIO,pandas,116,0,""
MIO,pandas,117,0,""
MIO,pandas,118,0,""
MIO,pandas,119,0,""
MIO,pandas,12,0,""
MIO,pandas,120,0,""
MIO,pandas,121,0,""
MIO,pandas,122,0,""
MIO,pandas,123,0,""
MIO,pandas,124,0,""
MIO,pandas,125,0,""
MIO,pandas,126,0,""
MIO,pandas,127,0,""
MIO,pandas,128,0,""
MIO,pandas,129,0,""
MIO,pandas,13,0,""
MIO,pandas,130,0,""
MIO,pandas,131,0,""
MIO,pandas,132,0,""
MIO,pandas,133,0,""
MIO,pandas,134,0,""
MIO,pandas,135,0,""
MIO,pandas,136,0,""
MIO,pandas,137,0,""
MIO,pandas,138,0,""
MIO,pandas,139,0,""
MIO,pandas,14,0,""
MIO,pandas,140,0,""
MIO,pandas,141,0,""
MIO,pandas,142,0,""
MIO,pandas,143,0,""
MIO,pandas,144,0,""
MIO,pandas,145,0,""
MIO,pandas,146,0,""
MIO,pandas,147,0,""
MIO,pandas,148,0,""
MIO,pandas,149,0,""
MIO,pandas,15,0,""
MIO,pandas,150,0,""
MIO,pandas,151,0,""
MIO,pandas,152,0,""
MIO,pandas,153,0,""
MIO,pandas,154,0,""
MIO,pandas,155,0,""
MIO,pandas,156,0,""
MIO,pandas,157,0,""
MIO,pandas,158,0,""
MIO,pandas,159,0,""
MIO,pandas,16,0,""
MIO,pandas,160,0,""
MIO,pandas,161,0,""
MIO,pandas,162,0,""
MIO,pandas,163,0,""
MIO,pandas,164,0,""
MIO,pandas,165,0,""
MIO,pandas,166,0,""
MIO,pandas,167,0,""
MIO,pandas,168,0,""
MIO,pandas,169,0,""
MIO,pandas,17,0,""
MIO,pandas,18,0,""
MIO,pandas,19,0,""
MIO,pandas,2,0,""
MIO,pandas,20,0,""
MIO,pandas,21,0,""
MIO,pandas,22,0,""
MIO,pandas,23,0,""
MIO,pandas,24,0,""
MIO,pandas,25,0,""
MIO,pandas,26,0,""
MIO,pandas,27,0,""
MIO,pandas,28,0,""
MIO,pandas,29,0,""
MIO,pandas,3,0,""
MIO,pandas,30,0,""
MIO,pandas,31,0,""
MIO,pandas,32,0,""
MIO,pandas,33,0,""
MIO,pandas,34,0,""
MIO,pandas,35,0,""
MIO,pandas,36,0,""
MIO,pandas,37,0,""
MIO,pandas,38,0,""
MIO,pandas,39,0,""
MIO,pandas,4,0,""
MIO,pandas,40,0,""
MIO,pandas,41,0,""
MIO,pandas,42,0,""
MIO,pandas,43,0,""
MIO,pandas,44,0,""
MIO,pandas,45,0,""
MIO,pandas,46,0,""
MIO,pandas,47,0,""
MIO,pandas,48,0,""
MIO,pandas,49,0,""
MIO,pandas,5,0,""
MIO,pandas,50,0,""
MIO,pandas,51,0,""
MIO,pandas,52,0,""
MIO,pandas,53,0,""
MIO,pandas,54,0,""
MIO,pandas,55,0,""
MIO,pandas,56,0,""
MIO,pandas,57,0,""
MIO,pandas,58,0,""
MIO,pandas,59,0,""
MIO,pandas,6,0,""
MIO,pandas,60,0,""
MIO,pandas,61,0,""
MIO,pandas,62,0,""
MIO,pandas,63,0,""
MIO,pandas,64,0,""
MIO,pandas,65,0,""
MIO,pandas,66,0,""
MIO,pandas,67,0,""
MIO,pandas,68,0,""
MIO,pandas,69,0,""
MIO,pandas,7,0,""
MIO,pandas,70,0,""
MIO,pandas,71,0,""
MIO,pandas,72,0,""
MIO,pandas,73,0,""
MIO,pandas,74,0,""
MIO,pandas,75,0,""
MIO,pandas,76,0,""
MIO,pandas,77,0,""
MIO,pandas,78,0,""
MIO,pandas,79,0,""
MIO,pandas,8,0,""
MIO,pandas,80,0,""
MIO,pandas,81,0,""
MIO,pandas,82,0,""
MIO,pandas,83,0,""
MIO,pandas,84,0,""
MIO,pandas,85,0,""
MIO,pandas,86,0,""
MIO,pandas,87,0,""
MIO,pandas,88,0,""
MIO,pandas,89,0,""
MIO,pandas,9,0,""
MIO,pandas,90,0,""
MIO,pandas,91,0,""
MIO,pandas,92,0,""
MIO,pandas,93,0,""
MIO,pandas,94,0,""
MIO,pandas,95,0,""
MIO,pandas,96,0,""
MIO,pandas,97,0,""
MIO,pandas,98,0,""
MIO,pandas,99,0,""
MIO,pysnooper,1,?," test_utils.py"
MIO,pysnooper,2,0,""
MIO,pysnooper,3,0,""
MIO,sanic,1,0,""
MIO,sanic,2,0,""
MIO,sanic,3,0,""
MIO,sanic,4,0,""
MIO,sanic,5,0,""
MIO,scrapy,1,0,""
MIO,scrapy,10,0,""
MIO,scrapy,11,?," test_gz.py"
MIO,scrapy,12,0,""
MIO,scrapy,13,0,""
MIO,scrapy,14,?," test_gz.py"
MIO,scrapy,15,0,""
MIO,scrapy,16,0,""
MIO,scrapy,17,0,""
MIO,scrapy,18,0,""
MIO,scrapy,19,0,""
MIO,scrapy,2,?," test_datatypes.py"
MIO,scrapy,20,0,""
MIO,scrapy,21,0,""
MIO,scrapy,22,0,""
MIO,scrapy,23,0,""
MIO,scrapy,24,0,""
MIO,scrapy,25,0,""
MIO,scrapy,26,0,""
MIO,scrapy,27,0,""
MIO,scrapy,28,0,""
MIO,scrapy,29,0,""
MIO,scrapy,3,0,""
MIO,scrapy,30,0,""
MIO,scrapy,31,0,""
MIO,scrapy,32,0,""
MIO,scrapy,33,?," test_engine.py"
MIO,scrapy,34,0,""
MIO,scrapy,35,0,""
MIO,scrapy,36,0,""
MIO,scrapy,37,0,""
MIO,scrapy,38,0,""
MIO,scrapy,39,0,""
MIO,scrapy,4,0,""
MIO,scrapy,40,0,""
MIO,scrapy,5,0,""
MIO,scrapy,6,0,""
MIO,scrapy,7,0,""
MIO,scrapy,8,0,""
MIO,scrapy,9,0,""
MIO,spacy,1,0,""
MIO,spacy,10,0,""
MIO,spacy,2,0,""
MIO,spacy,3,0,""
MIO,spacy,4,0,""
MIO,spacy,5,0,""
MIO,spacy,6,0,""
MIO,spacy,7,0,""
MIO,spacy,8,0,""
MIO,spacy,9,0,""
MIO,thefuck,1,?," test_pip_unknown_command.py"
MIO,thefuck,10,?," test_man.py"
MIO,thefuck,11,?," test_git_push.py"
MIO,thefuck,12,0,""
MIO,thefuck,13,0,""
MIO,thefuck,14,0,""
MIO,thefuck,15,0,""
MIO,thefuck,16,0,""
MIO,thefuck,17,0,""
MIO,thefuck,18,?," test_sudo.py"
MIO,thefuck,19,0,""
MIO,thefuck,2,0,""
MIO,thefuck,20,0,""
MIO,thefuck,21,0,""
MIO,thefuck,22,0,""
MIO,thefuck,23,0,""
MIO,thefuck,24,0,""
MIO,thefuck,25,0,""
MIO,thefuck,26,0,""
MIO,thefuck,27,?," test_open.py"
MIO,thefuck,28,0,""
MIO,thefuck,29,0,""
MIO,thefuck,3,0,""
MIO,thefuck,30,0,""
MIO,thefuck,31,?," test_git_diff_staged.py test_git_diff_staged.py test_git_diff_staged.py"
MIO,thefuck,32,?," test_ls_lah.py"
MIO,thefuck,4,0,""
MIO,thefuck,5,?," test_git_push.py"
MIO,thefuck,6,0,""
MIO,thefuck,7,0,""
MIO,thefuck,8,0,""
MIO,thefuck,9,?," test_git_push.py"
MIO,tornado,1,0,""
MIO,tornado,10,0,""
MIO,tornado,11,0,""
MIO,tornado,12,0,""
MIO,tornado,13,0,""
MIO,tornado,14,0,""
MIO,tornado,15,0,""
MIO,tornado,16,0,""
MIO,tornado,2,0,""
MIO,tornado,3,0,""
MIO,tornado,4,0,""
MIO,tornado,5,0,""
MIO,tornado,6,0,""
MIO,tornado,7,0,""
MIO,tornado,8,0,""
MIO,tornado,9,0,""
MIO,tqdm,1,0,""
MIO,tqdm,2,0,""
MIO,tqdm,3,?," test__tqdm.py"
MIO,tqdm,4,?," test__tqdm.py"
MIO,tqdm,5,?," test__tqdm.py"
MIO,tqdm,6,?," test__tqdm.py"
MIO,tqdm,7,0,""
MIO,tqdm,8,?," test__tqdm.py"
MIO,tqdm,9,?," test__tqdm.py"
MIO,youtube-dl,1,0,""
MIO,youtube-dl,10,0,""
MIO,youtube-dl,11,0,""
MIO,youtube-dl,12,0,""
MIO,youtube-dl,13,0,""
MIO,youtube-dl,14,0,""
MIO,youtube-dl,15,0,""
MIO,youtube-dl,16,0,""
MIO,youtube-dl,17,0,""
MIO,youtube-dl,18,0,""
MIO,youtube-dl,19,0,""
MIO,youtube-dl,2,0,""
MIO,youtube-dl,20,0,""
MIO,youtube-dl,21,0,""
MIO,youtube-dl,22,0,""
MIO,youtube-dl,23,0,""
MIO,youtube-dl,24,0,""
MIO,youtube-dl,25,0,""
MIO,youtube-dl,26,0,""
MIO,youtube-dl,27,0,""
MIO,youtube-dl,28,0,""
MIO,youtube-dl,29,0,""
MIO,youtube-dl,3,0,""
MIO,youtube-dl,30,0,""
MIO,youtube-dl,31,0,""
MIO,youtube-dl,32,0,""
MIO,youtube-dl,33,0,""
MIO,youtube-dl,34,0,""
MIO,youtube-dl,35,0,""
MIO,youtube-dl,36,0,""
MIO,youtube-dl,37,0,""
MIO,youtube-dl,38,0,""
MIO,youtube-dl,39,0,""
MIO,youtube-dl,4,0,""
MIO,youtube-dl,40,0,""
MIO,youtube-dl,41,0,""
MIO,youtube-dl,42,0,""
MIO,youtube-dl,43,0,""
MIO,youtube-dl,5,0,""
MIO,youtube-dl,6,0,""
MIO,youtube-dl,7,0,""
MIO,youtube-dl,8,0,""
MIO,youtube-dl,9,0,""
